date,beta_multiplier
2025-09-01,1.0
2025-09-02,0.9976847800530662
2025-09-03,0.995374920349535
2025-09-04,0.9930704084792641
2025-09-05,0.9907712320608432
2025-09-06,0.9884773787415276
2025-09-07,0.9861888361971723
2025-09-08,0.9839055921321652
2025-09-09,0.9816276342793611
2025-09-10,0.9793549504000161
2025-09-11,0.9770875282837215
2025-09-12,0.9748253557483387
2025-09-13,0.9725684206399333
2025-09-14,0.9703167108327098
2025-09-15,0.9680702142289467
2025-09-16,0.9658289187589313
2025-09-17,0.9635928123808951
2025-09-18,0.9613618830809487
2025-09-19,0.9591361188730179
2025-09-20,0.9569155077987783
2025-09-21,0.9547000379275923
2025-09-22,0.9524896973564438
2025-09-23,0.9502844742098752
2025-09-24,0.948084356639923
2025-09-25,0.9458893328260543
2025-09-26,0.9436993909751035
2025-09-27,0.9415145193212086
2025-09-28,0.9393347061257482
2025-09-29,0.9371599396772787
2025-09-30,0.9349902082914705
2025-10-01,0.9328255003110463
2025-10-02,0.9309701211964556
2025-10-03,0.9291184324094319
2025-10-04,0.9272704266099562
2025-10-05,0.925426096472609
2025-10-06,0.9235854346865409
2025-10-07,0.9217484339554437
2025-10-08,0.9199150869975214
2025-10-09,0.9180853865454617
2025-10-10,0.9162593253464064
2025-10-11,0.9144368961619236
2025-10-12,0.9126180917679784
2025-10-13,0.9108029049549042
2025-10-14,0.9089913285273749
2025-10-15,0.9071833553043751
2025-10-16,0.905378978119173
2025-10-17,0.903578189819291
2025-10-18,0.9017809832664778
2025-10-19,0.8999873513366798
2025-10-20,0.8981972869200134
2025-10-21,0.8964107829207364
2025-10-22,0.8946278322572195
2025-10-23,0.8928484278619194
2025-10-24,0.8910725626813495
2025-10-25,0.8893002296760528
2025-10-26,0.8875314218205734
2025-10-27,0.8857661321034295
2025-10-28,0.8840043535270844
2025-10-29,0.8822460791079197
2025-10-30,0.8804913018762076
2025-10-31,0.8787400148760826
2025-11-01,0.8769922111655146
2025-11-02,0.8955526805712478
2025-11-03,0.9145059596509727
2025-11-04,0.9338603617418473
2025-11-05,0.9536243761226606
2025-11-06,0.9738066717374225
2025-11-07,0.9944161009977586
2025-11-08,1.0154617036657783
2025-11-09,1.0369527108191192
2025-11-10,1.058898548899907
2025-11-11,1.0813088438494054
2025-11-12,1.1041934253301728
2025-11-13,1.1275623310375744
2025-11-14,1.151425811102542
2025-11-15,1.1757943325875144
2025-11-16,1.2006785840775271
2025-11-17,1.2260894803684683
2025-11-18,1.2520381672545544
2025-11-19,1.2785360264171288
2025-11-20,1.3055946804169238
2025-11-21,1.3332259977919798
2025-11-22,1.3614420982634536
2025-11-23,1.3902553580516037
2025-11-24,1.4196784153042792
2025-11-25,1.4497241756402988
2025-11-26,1.4804058178101462
2025-11-27,1.511736799476469
2025-11-28,1.5437308631169142
2025-11-29,1.5764020420518887
2025-11-30,1.6097646665998935
2025-12-01,1.643833370363123
2025-12-02,1.615570843090258
2025-12-03,1.587794235170443
2025-12-04,1.5604951921626413
2025-12-05,1.5336655032642286
2025-12-06,1.5072970988414114
2025-12-07,1.4813820480021005
2025-12-08,1.4559125562105184
2025-12-09,1.4308809629428159
2025-12-10,1.4062797393829962
2025-12-11,1.3821014861584555
2025-12-12,1.3583389311144536
2025-12-13,1.3349849271268497
2025-12-14,1.3120324499524436
2025-12-15,1.2894745961162768
2025-12-16,1.2673045808352554
2025-12-17,1.2455157359774758
2025-12-18,1.224101508056631
2025-12-19,1.2030554562609046
2025-12-20,1.182371250515749
2025-12-21,1.162042669579975
2025-12-22,1.1420635991745713
2025-12-23,1.1224280301436982
2025-12-24,1.1031300566472988
2025-12-25,1.0841638743847835
2025-12-26,1.065523778849257
2025-12-27,1.0472041636117582
2025-12-28,1.0291995186350003
2025-12-29,1.011504428616104
2025-12-30,0.9941135713578213
2025-12-31,0.9770217161677668
2026-01-01,0.9602237222851671
2026-01-02,0.9432870954108027
2026-01-03,0.9266492003040715
2026-01-04,0.9103047678715668
2026-01-05,0.8942486219572536
2026-01-06,0.8784756777032201
2026-01-07,0.8629809399393419
2026-01-08,0.8477595016013498
2026-01-09,0.8328065421768013
2026-01-10,0.8181173261784601
2026-01-11,0.8036872016446046
2026-01-12,0.7895115986657874
2026-01-13,0.7755860279375794
2026-01-14,0.7619060793388422
2026-01-15,0.748467420535077
2026-01-16,0.7352657956064067
2026-01-17,0.7222970236997592
2026-01-18,0.7095569977048237
2026-01-19,0.6970416829533602
2026-01-20,0.6847471159414509
2026-01-21,0.6726694030742892
2026-01-22,0.6608047194331084
2026-01-23,0.6491493075638588
2026-01-24,0.6376994762872515
2026-01-25,0.6264515995297898
2026-01-26,0.6154021151754199
2026-01-27,0.6045475239374363
2026-01-28,0.593884388250284
2026-01-29,0.5834093311809087
2026-01-30,0.5731190353593073
2026-01-31,0.5630102419279434
2026-02-01,0.5530797495096906
2026-02-02,0.5671761144170043
2026-02-03,0.5816317539203888
2026-02-04,0.5964558248653312
2026-02-05,0.6116577174781923
2026-02-06,0.6272470613143944
2026-02-07,0.6432337313582104
2026-02-08,0.6596278542780181
2026-02-09,0.6764398148409825
2026-02-10,0.6936802624912305
2026-02-11,0.7113601180956819
2026-02-12,0.7294905808618127
2026-02-13,0.7480831354317321
2026-02-14,0.7671495591570655
2026-02-15,0.7867019295592533
2026-02-16,0.806752631979991
2026-02-17,0.8273143674266553
2026-02-18,0.8484001606176879
2026-02-19,0.8700233682330317
2026-02-20,0.8921976873748465
2026-02-21,0.9149371642438631
2026-02-22,0.9382562030368722
2026-02-23,0.9621695750709833
2026-02-24,0.9866924281404352
2026-02-25,1.0118402961118826
2026-02-26,1.0376291087642384
2026-02-27,1.0640752018793056
2026-02-28,1.0911953275895876
2026-03-01,1.1190066649898351
2026-03-02,1.1145144102523
2026-03-03,1.1100401896813683
2026-03-04,1.1055839308788384
2026-03-05,1.1011455617371513
2026-03-06,1.0967250104382238
2026-03-07,1.0923222054522863
2026-03-08,1.0879370755367264
2026-03-09,1.0835695497349347
2026-03-10,1.0792195573751575
2026-03-11,1.074887028069353
2026-03-12,1.0705718917120521
2026-03-13,1.0662740784792246
2026-03-14,1.061993518827149
2026-03-15,1.0577301434912871
2026-03-16,1.0534838834851632
2026-03-17,1.049254670099248
2026-03-18,1.0450424348998473
2026-03-19,1.0408471097279934
2026-03-20,1.0366686266983434
2026-03-21,1.03250691819808
2026-03-22,1.0283619168858178
2026-03-23,1.0242335556905133
2026-03-24,1.0201217678103804
2026-03-25,1.0160264867118085
2026-03-26,1.0119476461282864
2026-03-27,1.0078851800593298
2026-03-28,1.003839022769414
2026-03-29,0.9998091087869093
2026-03-30,0.995795372903022
2026-03-31,0.9917977501707393
2026-04-01,0.9878161759037786
2026-04-02,0.9905238586890538
2026-04-03,0.9932389634484214
2026-04-04,0.9959615105261035
2026-04-05,0.998691520322087
2026-04-06,1.0014290132922767
2026-04-07,1.0041740099486494
2026-04-08,1.006926530859406
2026-04-09,1.0096865966491269
2026-04-10,1.012454227998926
2026-04-11,1.0152294456466058
2026-04-12,1.0180122703868129
2026-04-13,1.0208027230711936
2026-04-14,1.02360082460855
2026-04-15,1.0264065959649973
2026-04-16,1.02922005816412
2026-04-17,1.0320412322871306
2026-04-18,1.0348701394730262
2026-04-19,1.0377068009187478
2026-04-20,1.0405512378793391
2026-04-21,1.0434034716681055
2026-04-22,1.0462635236567734
2026-04-23,1.049131415275652
2026-04-24,1.0520071680137908
2026-04-25,1.0548908034191444
2026-04-26,1.0577823430987308
2026-04-27,1.0606818087187952
2026-04-28,1.0635892220049714
2026-04-29,1.0665046047424451
2026-04-30,1.0694279787761167
2026-05-01,1.0723593660107653
2026-05-02,1.0723593660107653
2026-05-03,1.0723593660107653
2026-05-04,1.0723593660107653
2026-05-05,1.0723593660107653
2026-05-06,1.0723593660107653
2026-05-07,1.0723593660107653
2026-05-08,1.0723593660107653
